"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2018年8月1日","12,737.0","12,818.0","12,832.0","12,689.0","85.91K","-0.60%"
"2018年7月31日","12,814.5","12,802.0","12,854.0","12,727.5","81.63K","0.11%"
"2018年7月30日","12,801.0","12,784.5","12,841.5","12,758.0","58.33K","-0.50%"
"2018年7月27日","12,865.0","12,822.5","12,880.5","12,783.5","75.81K","0.43%"
"2018年7月26日","12,809.5","12,675.5","12,826.0","12,670.0","103.44K","2.07%"
"2018年7月25日","12,550.0","12,660.0","12,737.0","12,524.5","89.25K","-1.13%"
"2018年7月24日","12,694.0","12,606.0","12,746.5","12,571.5","93.94K","1.24%"
"2018年7月23日","12,538.5","12,518.5","12,586.0","12,477.0","65.27K","-0.18%"
"2018年7月20日","12,561.5","12,651.0","12,698.0","12,454.5","108.67K","-0.91%"
"2018年7月19日","12,677.0","12,748.0","12,752.0","12,648.0","71.88K","-0.57%"
"2018年7月18日","12,749.5","12,709.0","12,769.5","12,689.5","76.95K","0.68%"
"2018年7月17日","12,664.0","12,560.0","12,723.5","12,508.5","90.14K","0.82%"
"2018年7月16日","12,561.5","12,525.5","12,593.5","12,491.5","69.95K","0.23%"
"2018年7月13日","12,533.0","12,525.0","12,572.5","12,484.0","70.40K","0.44%"
"2018年7月12日","12,478.5","12,450.0","12,503.0","12,393.0","80.54K","0.50%"
"2018年7月11日","12,416.0","12,497.0","12,509.0","12,376.5","95.62K","-1.46%"
"2018年7月10日","12,600.0","12,565.5","12,630.0","12,516.5","73.85K","0.46%"
"2018年7月9日","12,542.0","12,550.0","12,560.5","12,475.0","63.95K","0.49%"
"2018年7月6日","12,481.0","12,509.0","12,544.5","12,412.5","72.65K","0.20%"
"2018年7月5日","12,455.5","12,313.0","12,505.0","12,294.5","101.87K","1.22%"
"2018年7月4日","12,305.0","12,304.0","12,337.0","12,268.0","44.27K","-0.23%"
"2018年7月3日","12,333.0","12,302.0","12,415.5","12,262.0","83.33K","0.81%"
"2018年7月2日","12,233.5","12,196.0","12,295.0","12,115.0","86.18K","-0.61%"
"2018年6月29日","12,308.5","12,239.0","12,369.5","12,239.0","96.21K","1.36%"
"2018年6月28日","12,143.5","12,276.5","12,361.5","12,086.5","120.46K","-1.48%"
"2018年6月27日","12,326.0","12,256.0","12,427.5","12,105.5","135.83K","0.78%"
"2018年6月26日","12,230.0","12,300.0","12,341.5","12,170.0","98.44K","-0.34%"
"2018年6月25日","12,272.0","12,495.0","12,523.0","12,234.0","121.49K","-2.13%"
"2018年6月22日","12,538.5","12,501.5","12,589.0","12,467.0","80.71K","0.37%"
"2018年6月21日","12,492.0","12,701.0","12,705.0","12,431.0","113.80K","-1.57%"
"2018年6月20日","12,691.5","12,741.0","12,749.0","12,649.5","77.17K","0.13%"
"2018年6月19日","12,675.0","12,677.0","12,720.0","12,572.5","111.78K","-1.14%"
"2018年6月18日","12,821.0","12,997.0","12,999.0","12,764.0","90.83K","-1.94%"
"2018年6月15日","13,075.1","13,145.0","13,174.0","13,055.0","9.49K","-0.43%"
"2018年6月14日","13,131.0","12,839.0","13,188.0","12,798.0","129.37K","1.79%"
"2018年6月13日","12,900.5","12,864.0","12,907.5","12,777.0","119.81K","0.46%"
"2018年6月12日","12,841.0","12,894.5","12,955.0","12,811.5","165.26K","-0.07%"
"2018年6月11日","12,849.5","12,755.0","12,894.5","12,740.5","137.78K","0.74%"
"2018年6月8日","12,754.5","12,698.0","12,810.0","12,605.5","115.38K","-0.44%"
"2018年6月7日","12,811.0","12,903.0","12,916.5","12,661.5","105.46K","-0.17%"
"2018年6月6日","12,833.0","12,815.0","12,899.0","12,724.0","106.18K","0.34%"
"2018年6月5日","12,789.5","12,765.0","12,925.0","12,746.5","112.69K","0.13%"
"2018年6月4日","12,772.5","12,748.0","12,843.5","12,707.5","83.53K","0.61%"
"2018年6月1日","12,694.5","12,623.5","12,797.0","12,623.5","101.17K","0.65%"
"2018年5月31日","12,612.0","12,778.0","12,806.0","12,540.0","118.59K","-1.02%"
"2018年5月30日","12,742.5","12,651.0","12,830.0","12,636.5","111.56K","0.61%"
"2018年5月29日","12,665.5","12,849.5","12,857.5","12,572.0","142.48K","-1.64%"
"2018年5月28日","12,877.0","12,975.0","13,037.5","12,821.0","67.91K","-0.43%"
"2018年5月25日","12,932.0","12,925.0","13,000.0","12,849.5","117.28K","0.68%"
"2018年5月24日","12,844.5","12,966.5","13,007.5","12,797.0","117.03K","-1.00%"
"2018年5月23日","12,974.0","13,120.5","13,150.5","12,926.0","123.93K","-1.67%"
"2018年5月22日","13,194.0","13,140.0","13,206.0","13,057.5","86.49K","0.98%"
"2018年5月21日","13,065.5","13,141.5","13,143.5","13,135.5","-","0.00%"
"2018年5月18日","13,065.5","13,125.5","13,138.0","13,047.0","79.24K","-0.27%"
"2018年5月17日","13,101.5","13,008.5","13,127.0","12,977.0","74.17K","0.82%"
"2018年5月16日","12,995.5","13,005.0","13,036.5","12,961.0","94.68K","0.12%"
"2018年5月15日","12,980.0","12,952.5","13,016.0","12,918.0","78.99K","-0.01%"
"2018年5月14日","12,981.0","13,033.5","13,034.5","12,926.0","70.49K","-0.17%"
"2018年5月11日","13,002.5","13,055.0","13,055.0","12,963.5","73.12K","-0.17%"
"2018年5月10日","13,024.5","12,993.5","13,040.0","12,928.5","74.32K","0.52%"
"2018年5月9日","12,957.0","12,950.0","13,003.0","12,895.5","73.34K","0.30%"
"2018年5月8日","12,918.0","12,940.0","12,956.5","12,860.5","78.97K","-0.35%"
"2018年5月7日","12,963.0","12,881.0","12,972.0","12,818.0","74.30K","1.06%"
"2018年5月4日","12,827.0","12,771.5","12,862.0","12,718.0","87.99K","0.98%"
"2018年5月3日","12,703.0","12,794.0","12,815.0","12,678.0","109.45K","-0.92%"
"2018年5月2日","12,821.0","12,619.0","12,843.5","12,602.0","111.41K","1.58%"
"2018年5月1日","12,621.5","12,623.5","12,626.5","12,607.5","-","0.08%"
"2018年4月30日","12,611.0","12,620.5","12,634.0","12,563.5","70.46K","0.11%"
"2018年4月27日","12,597.0","12,580.0","12,640.0","12,527.0","92.90K","0.68%"
"2018年4月26日","12,511.5","12,455.5","12,586.5","12,389.5","116.46K","0.70%"
"2018年4月25日","12,424.0","12,449.0","12,496.0","12,322.0","120.91K","-1.00%"
"2018年4月24日","12,550.0","12,616.0","12,660.0","12,387.5","116.56K","-0.35%"
"2018年4月23日","12,594.0","12,589.5","12,602.0","12,473.0","96.15K","0.36%"
"2018年4月20日","12,549.0","12,583.0","12,597.5","12,499.0","85.90K","-0.23%"
"2018年4月19日","12,578.0","12,606.5","12,630.5","12,534.5","88.27K","-0.23%"
"2018年4月18日","12,606.5","12,626.0","12,650.0","12,555.0","83.76K","0.00%"
"2018年4月17日","12,606.5","12,466.0","12,628.5","12,424.0","101.46K","1.69%"
"2018年4月16日","12,397.0","12,499.0","12,508.5","12,383.5","94.85K","-0.45%"
"2018年4月13日","12,453.5","12,425.0","12,534.0","12,402.5","88.53K","0.19%"
"2018年4月12日","12,429.5","12,292.0","12,443.5","12,267.5","85.50K","1.06%"
"2018年4月11日","12,299.0","12,360.0","12,398.0","12,260.0","104.59K","-0.86%"
"2018年4月10日","12,406.0","12,395.0","12,434.0","12,338.0","99.48K","1.22%"
"2018年4月9日","12,256.0","12,258.0","12,380.0","12,209.0","102.02K","0.22%"
"2018年4月6日","12,228.5","12,196.5","12,298.0","12,153.0","105.18K","-0.81%"
"2018年4月5日","12,328.0","12,114.0","12,332.5","12,101.0","109.43K","3.05%"
"2018年4月4日","11,963.0","12,038.0","12,082.0","11,793.0","118.79K","-0.45%"
"2018年4月3日","12,017.5","11,980.0","12,074.5","11,913.0","125.57K","0.20%"
"2018年4月2日","11,993.5","11,992.5","12,000.5","11,964.5","-","-1.04%"
"2018年3月29日","12,119.5","11,946.0","12,168.0","11,930.0","112.29K","1.67%"
"2018年3月28日","11,921.0","11,844.5","12,017.5","11,771.5","135.45K","-0.48%"
"2018年3月27日","11,978.0","11,991.0","12,047.0","11,805.0","105.61K","1.83%"
"2018年3月26日","11,762.5","11,880.0","11,987.5","11,706.5","101.23K","-1.22%"
"2018年3月23日","11,908.0","11,924.0","12,008.0","11,759.5","147.00K","-1.48%"
"2018年3月22日","12,087.0","12,247.0","12,276.0","11,975.5","147.56K","-1.82%"
"2018年3月21日","12,310.5","12,344.0","12,375.5","12,221.0","101.65K","-0.11%"
"2018年3月20日","12,323.5","12,284.0","12,352.5","12,193.0","99.18K","0.89%"
"2018年3月19日","12,214.5","12,344.0","12,377.5","12,160.0","106.64K","-1.20%"
"2018年3月16日","12,363.2","12,374.0","12,431.0","12,357.0","7.77K","0.02%"
"2018年3月15日","12,360.5","12,264.5","12,387.5","12,237.5","98.90K","1.12%"
"2018年3月14日","12,223.0","12,176.0","12,323.5","12,164.5","147.39K","0.21%"
"2018年3月13日","12,197.0","12,414.0","12,460.5","12,115.0","183.44K","-1.84%"
"2018年3月12日","12,425.0","12,435.0","12,476.0","12,357.5","112.48K","0.79%"
"2018年3月9日","12,327.5","12,362.0","12,409.5","12,281.0","90.02K","-0.26%"
"2018年3月8日","12,360.0","12,250.0","12,382.5","12,172.0","95.15K","0.98%"
"2018年3月7日","12,239.5","11,999.0","12,274.5","11,965.5","108.24K","1.07%"
"2018年3月6日","12,110.0","12,182.0","12,270.5","12,100.5","94.18K","0.03%"
"2018年3月5日","12,106.5","11,926.0","12,179.0","11,725.0","130.04K","1.57%"
"2018年3月2日","11,919.0","12,086.0","12,099.0","11,867.0","136.36K","-1.94%"
"2018年3月1日","12,154.5","12,350.5","12,397.0","12,006.0","156.28K","-2.24%"
"2018年2月28日","12,432.5","12,426.5","12,515.5","12,357.5","87.65K","-0.33%"
"2018年2月27日","12,473.5","12,563.0","12,573.0","12,420.0","98.34K","-0.52%"
"2018年2月26日","12,538.5","12,568.0","12,598.0","12,476.5","75.76K","0.50%"
"2018年2月23日","12,476.0","12,502.5","12,547.0","12,425.0","68.69K","-0.11%"
"2018年2月22日","12,490.0","12,360.0","12,494.5","12,274.0","96.28K","0.23%"
"2018年2月21日","12,461.5","12,436.0","12,509.0","12,363.5","76.14K","-0.22%"
"2018年2月20日","12,489.5","12,399.0","12,500.0","12,325.0","83.34K","0.94%"
"2018年2月19日","12,373.5","12,504.0","12,529.0","12,353.5","53.54K","-0.59%"
"2018年2月16日","12,447.5","12,378.0","12,529.5","12,356.0","99.49K","0.99%"
"2018年2月15日","12,325.5","12,441.0","12,476.5","12,266.5","95.20K","-0.40%"
"2018年2月14日","12,374.5","12,244.0","12,438.5","12,062.0","118.02K","1.46%"
"2018年2月13日","12,197.0","12,278.0","12,297.0","12,175.0","91.85K","-0.86%"
"2018年2月12日","12,302.5","12,319.0","12,373.0","12,211.0","102.24K","2.11%"
"2018年2月9日","12,048.5","12,156.5","12,290.5","11,900.0","155.95K","-1.17%"
"2018年2月8日","12,191.5","12,500.0","12,543.0","12,124.5","131.07K","-3.11%"
"2018年2月7日","12,583.0","12,527.0","12,644.0","12,404.5","119.72K","1.66%"
"2018年2月6日","12,377.0","12,073.0","12,642.0","12,070.5","186.85K","-2.45%"
"2018年2月5日","12,687.5","12,611.0","12,747.0","12,138.0","139.38K","-0.70%"
"2018年2月2日","12,777.0","12,979.5","12,983.5","12,687.5","120.81K","-1.48%"
"2018年2月1日","12,969.5","13,243.0","13,294.0","12,928.5","137.33K","-1.61%"
"2018年1月31日","13,181.5","13,200.0","13,265.0","13,155.0","78.33K","-0.13%"
"2018年1月30日","13,198.0","13,233.0","13,307.5","13,166.5","90.42K","-0.89%"
"2018年1月29日","13,317.0","13,365.5","13,370.5","13,267.0","69.81K","-0.09%"
"2018年1月26日","13,329.5","13,316.0","13,385.0","13,259.0","63.96K","0.41%"
"2018年1月25日","13,275.0","13,394.5","13,443.0","13,214.0","110.38K","-1.28%"
"2018年1月24日","13,446.5","13,566.5","13,572.0","13,368.0","88.60K","-0.80%"
"2018年1月23日","13,555.0","13,548.0","13,596.0","13,512.0","77.73K","0.81%"
"2018年1月22日","13,446.5","13,452.5","13,515.0","13,404.0","65.64K","0.13%"
"2018年1月19日","13,429.0","13,259.0","13,468.5","13,251.5","85.24K","1.28%"
"2018年1月18日","13,259.0","13,230.0","13,301.5","13,192.0","82.81K","0.76%"
"2018年1月17日","13,159.5","13,175.5","13,251.5","13,127.5","88.00K","-0.48%"
"2018年1月16日","13,222.5","13,216.0","13,346.0","13,125.0","104.38K","0.14%"
"2018年1月15日","13,204.0","13,256.5","13,263.0","13,164.0","46.56K","-0.16%"
"2018年1月12日","13,224.5","13,243.5","13,259.0","13,157.5","75.80K","0.23%"
"2018年1月11日","13,193.5","13,284.5","13,297.5","13,142.5","82.31K","-0.56%"
"2018年1月10日","13,268.0","13,368.0","13,376.5","13,219.0","86.88K","-0.86%"
"2018年1月9日","13,383.5","13,363.0","13,421.5","13,354.0","64.30K","0.12%"
"2018年1月8日","13,367.5","13,367.0","13,408.5","13,328.0","67.71K","0.45%"
"2018年1月5日","13,307.5","13,168.5","13,343.0","13,165.5","71.37K","1.14%"
"2018年1月4日","13,157.5","13,020.0","13,203.0","13,015.5","88.34K","1.32%"
"2018年1月3日","12,986.0","12,898.0","13,018.5","12,881.5","67.36K","1.07%"
"2018年1月2日","12,848.5","12,922.0","12,940.0","12,731.0","82.94K","-0.48%"
"2017年12月29日","12,910.0","12,997.5","12,997.5","12,823.0","52.17K","-0.42%"
"2017年12月28日","12,965.0","13,046.5","13,067.0","12,958.0","44.94K","-0.85%"
"2017年12月27日","13,076.5","13,050.0","13,129.0","13,012.5","52.21K","-0.05%"
"2017年12月26日","13,083.5","13,077.5","13,084.5","13,077.5","-","0.09%"
"2017年12月22日","13,071.5","13,060.5","13,105.0","13,045.5","36.05K","-0.21%"
"2017年12月21日","13,098.5","13,046.5","13,136.5","13,008.0","70.34K","0.36%"
"2017年12月20日","13,051.5","13,244.0","13,253.5","13,018.0","91.72K","-1.26%"
"2017年12月19日","13,218.5","13,310.0","13,336.5","13,197.5","56.49K","-0.72%"
"2017年12月18日","13,315.0","13,198.5","13,331.5","13,183.5","72.80K","2.20%"
"2017年12月15日","13,028.3","13,040.5","13,059.5","13,005.0","9.34K","-0.44%"
"2017年12月14日","13,086.5","13,073.5","13,163.0","13,008.0","94.53K","-0.35%"
"2017年12月13日","13,133.0","13,175.0","13,191.0","13,068.5","100.23K","-0.31%"
"2017年12月12日","13,173.5","13,162.5","13,186.0","13,077.0","144.19K","0.40%"
"2017年12月11日","13,121.5","13,189.0","13,204.5","13,111.5","97.04K","-0.34%"
"2017年12月8日","13,166.0","13,144.0","13,244.0","13,136.5","94.01K","0.92%"
"2017年12月7日","13,046.0","13,040.5","13,107.5","12,985.5","85.67K","0.35%"
"2017年12月6日","13,001.0","12,962.5","13,035.0","12,860.5","111.88K","-0.49%"
"2017年12月5日","13,065.0","13,064.5","13,096.0","12,957.5","93.42K","0.12%"
"2017年12月4日","13,049.5","13,012.5","13,118.5","12,971.5","104.40K","1.45%"
"2017年12月1日","12,863.0","13,055.5","13,073.0","12,806.0","159.21K","-1.45%"
"2017年11月30日","13,052.5","13,050.0","13,177.5","13,019.0","100.66K","0.00%"
"2017年11月29日","13,052.0","13,124.5","13,197.0","13,028.5","113.86K","-0.04%"
"2017年11月28日","13,057.0","12,998.0","13,129.0","12,960.5","91.62K","0.48%"
"2017年11月27日","12,994.5","13,033.0","13,116.0","12,983.0","97.38K","-0.54%"
"2017年11月24日","13,065.0","12,998.5","13,160.0","12,975.0","90.61K","0.54%"
"2017年11月23日","12,994.5","12,970.0","13,049.0","12,900.5","78.00K","-0.11%"
"2017年11月22日","13,009.0","13,175.0","13,189.5","12,961.5","95.55K","-1.17%"
"2017年11月21日","13,163.0","13,053.0","13,209.0","13,020.5","90.62K","0.79%"
"2017年11月20日","13,060.0","12,868.0","13,084.0","12,853.0","93.76K","0.52%"
"2017年11月17日","12,992.0","13,055.5","13,087.0","12,963.5","82.54K","-0.37%"
"2017年11月16日","13,040.5","13,014.0","13,094.0","13,002.5","81.99K","0.42%"
"2017年11月15日","12,986.0","12,979.0","12,996.0","12,842.5","117.22K","-0.36%"
"2017年11月14日","13,033.0","13,075.5","13,136.0","12,996.5","94.19K","-0.42%"
"2017年11月13日","13,087.5","13,123.0","13,161.0","12,957.5","103.77K","-0.26%"
"2017年11月10日","13,121.0","13,192.0","13,215.5","13,106.5","88.68K","-0.58%"
"2017年11月9日","13,198.0","13,388.5","13,401.5","13,102.0","138.07K","-1.42%"
"2017年11月8日","13,388.5","13,362.5","13,418.0","13,341.5","75.89K","0.00%"
"2017年11月7日","13,388.5","13,507.0","13,533.0","13,335.0","91.95K","-0.57%"
"2017年11月6日","13,465.5","13,475.0","13,480.5","13,437.5","51.97K","-0.11%"
"2017年11月3日","13,481.0","13,476.0","13,503.0","13,424.5","63.70K","0.31%"
"2017年11月2日","13,439.5","13,435.0","13,467.5","13,400.0","64.40K","-0.26%"
"2017年11月1日","13,475.0","13,325.0","13,486.0","13,311.0","93.30K","1.91%"
"2017年10月31日","13,222.0","13,281.5","13,286.5","13,271.5","-","0.00%"
"2017年10月30日","13,222.0","13,200.5","13,249.5","13,200.0","49.24K","0.02%"
"2017年10月27日","13,219.0","13,165.0","13,245.0","13,165.0","82.63K","0.63%"
"2017年10月26日","13,136.0","12,977.0","13,163.5","12,933.5","108.42K","1.52%"
"2017年10月25日","12,939.5","12,995.5","13,042.0","12,906.5","94.87K","-0.60%"
"2017年10月24日","13,017.0","12,982.5","13,051.5","12,975.0","67.22K","0.15%"
"2017年10月23日","12,997.0","12,991.0","13,066.0","12,965.0","70.49K","0.14%"
"2017年10月20日","12,979.0","13,022.0","13,058.5","12,947.5","68.31K","0.02%"
"2017年10月19日","12,977.0","13,039.0","13,043.5","12,903.0","109.13K","-0.40%"
"2017年10月18日","13,029.5","13,010.0","13,089.0","12,995.0","66.08K","0.13%"
"2017年10月17日","13,012.0","12,992.5","13,026.0","12,958.5","58.19K","0.11%"
"2017年10月16日","12,998.0","13,017.5","13,020.0","12,970.5","42.97K","0.05%"
"2017年10月13日","12,991.0","12,994.0","13,031.5","12,955.0","64.81K","0.08%"
"2017年10月12日","12,980.5","12,962.5","12,995.5","12,934.0","53.28K","0.12%"
"2017年10月11日","12,964.5","12,970.0","12,978.0","12,915.5","50.58K","0.19%"
"2017年10月10日","12,940.0","12,957.5","12,974.5","12,899.0","67.67K","-0.22%"
"2017年10月9日","12,968.5","12,979.0","12,988.5","12,926.5","45.98K","0.18%"
"2017年10月6日","12,945.5","12,972.0","12,985.0","12,931.0","57.84K","-0.07%"
"2017年10月5日","12,954.5","12,945.0","12,979.0","12,923.5","52.76K","-0.01%"
"2017年10月4日","12,956.0","12,954.0","12,974.5","12,883.5","73.97K","0.55%"
"2017年10月3日","12,885.5","12,942.0","12,942.0","12,925.5","-","0.00%"
"2017年10月2日","12,885.5","12,863.5","12,907.0","12,838.5","67.47K","0.68%"
"2017年9月29日","12,798.0","12,715.0","12,840.0","12,710.5","65.81K","0.85%"
"2017年9月28日","12,690.0","12,682.0","12,715.0","12,654.0","57.69K","0.31%"
"2017年9月27日","12,651.0","12,628.5","12,693.5","12,613.0","67.68K","0.53%"
"2017年9月26日","12,584.5","12,550.0","12,621.0","12,540.5","56.51K","0.01%"
"2017年9月25日","12,583.0","12,552.0","12,624.5","12,538.5","63.79K","-0.03%"
"2017年9月22日","12,586.5","12,550.5","12,637.0","12,543.5","56.90K","-0.10%"
"2017年9月21日","12,598.5","12,597.5","12,614.0","12,568.5","54.58K","0.34%"
"2017年9月20日","12,556.0","12,548.5","12,629.0","12,504.0","61.86K","0.04%"
"2017年9月19日","12,551.0","12,559.0","12,565.0","12,514.0","54.45K","-0.02%"
"2017年9月18日","12,553.5","12,567.0","12,604.5","12,522.5","54.62K","0.07%"
"2017年9月15日","12,544.5","12,541.0","12,565.0","12,517.0","6.78K","-0.03%"
"2017年9月14日","12,548.5","12,537.0","12,557.0","12,497.5","80.10K","-0.09%"
"2017年9月13日","12,560.0","12,509.0","12,567.5","12,474.0","123.70K","0.29%"
"2017年9月12日","12,523.5","12,489.0","12,559.0","12,489.0","124.33K","0.46%"
"2017年9月11日","12,466.0","12,368.5","12,509.0","12,368.5","114.28K","1.34%"
"2017年9月8日","12,301.5","12,259.5","12,323.5","12,242.5","80.47K","-0.03%"
"2017年9月7日","12,305.0","12,264.5","12,365.0","12,259.5","111.10K","0.71%"
"2017年9月6日","12,218.0","12,061.0","12,301.0","12,050.0","111.78K","0.83%"
"2017年9月5日","12,117.0","12,110.5","12,209.0","12,038.5","109.59K","0.09%"
"2017年9月4日","12,106.0","12,080.0","12,137.0","12,030.0","48.14K","-0.30%"
"2017年9月1日","12,142.5","12,061.5","12,189.5","12,060.0","80.30K","0.63%"
"2017年8月31日","12,066.0","12,043.0","12,113.5","12,028.5","83.14K","0.50%"
